BOR;AN;FI;GRP;FI_EJ;REG;DEP;TSANT;STJ;STJR;CAT;CATR;ESPIC;MFT;CCR;VAGUE;NAT;SIR;RS;COMPRS;NUMVOI;TYPVOI;ADRVOIENOM;COMPDist;ADRBP;ADRCPOST;ADRLIBCOM;COMINSEE;NUMTEL;ARM
IDB;2013;220016828;35;220017974;53;22;53S0000008;60;3;292;PLU10;6;1;;0;0;;HOPITAL DE JOUR ENFANTS;;11;R;DE LA CHESNAIE;;;22600;LOUDEAC;22136;;
IDB;2013;220018188;25;220000210;53;22;53S0000007;63;3;292;PLU10;6;1;;0;0;;HOPITAL DE JOUR KENNERZH;;7;R;DE KERAMPONT;;;22303;LANNION CEDEX;22113;0296378264;
IDB;2013;220018238;25;220000210;53;22;53S0000007;63;3;292;PLU10;6;1;;0;0;;C.M.P. / CATTP;;11;R;DU 18 JUIN;;;22500;PAIMPOL;22162;0296553740;
IDB;2013;220018279;25;220000210;53;22;53S0000007;63;3;292;PLU10;6;1;;0;0;;C.M.P./C.A.T.T.P.;;35;BD;MARECHAL FOCH;;;22410;ST QUAY PORTRIEUX;22325;0296703168;
IDB;2013;220018329;25;220000210;53;22;53S0000007;63;3;292;PLU10;6;1;;0;0;;CENTRE MEDICO- PSYCHOLOGIQUE ADULTES;;18;R;CLEUMEUR;;;22160;CALLAC DE BRETAGNE;22025;0296455329;
IDB;2013;220018394;25;220000210;53;22;53S0000007;63;3;292;PLU10;6;1;;0;0;;CMP/CATTP;;8;R;DOUVES;;;22800;QUINTIN;22262;0296796128;
IDB;2013;220018402;25;750052037;53;22;53S0000007;63;3;292;PLU10;6;1;;0;0;33843952400160;CENTRE SAINT BENOIT MENNI;;8;R;CHARLES PRADAL;;;22000;ST BRIEUC;22278;;
IDB;2013;220018410;25;750052037;53;22;53S0000006;63;3;292;PLU10;6;1;;0;0;;HOPITAL DE JOUR ARGENTEL;;;;IMPASSE JOANNES;;;22100;DINAN;22050;;
IDB;2013;220018436;25;750052037;53;22;53S0000006;63;3;292;PLU10;6;1;;0;0;;HOPITAL DE JOUR ROSE DES VENTS;;1;R;DES ALOUETTES;;;22100;QUEVERT;22259;;
IDB;2013;220018444;25;750052037;53;22;53S0000007;63;3;292;PLU10;6;1;;0;0;75331332900140;HOPITAL DE JOUR L'IROISE;;33;R;DE BREST;;;22000;ST BRIEUC;22278;;
IDB;2013;220018469;25;750052037;53;22;53S0000006;63;3;425;PLU10;6;1;;0;0;;CENTRE D'ACCUEIL THERAPEUTIQUE;;;IMP;JOANNES;;;22100;DINAN;22050;;
IDB;2013;220018485;25;750052037;53;22;53S0000007;63;3;425;PLU10;6;1;;0;0;75331332900124;CENTRE D'ACCUEIL THERAPEUTIQUE ADULTES;;13;R;HENRI DUNANT;;;22000;ST BRIEUC;22278;;
IDB;2013;220018501;25;750052037;53;22;53S0000007;63;3;156;PLU10;6;1;;0;0;;CTRE MEDICO PSYCHO POUR ENFANTS ET ADO;;20;BD;ARAGO;;;22000;ST BRIEUC;22278;;
IDB;2013;220018527;25;220000210;53;22;53S0000007;63;3;156;PLU10;6;1;;0;0;;CTRE MEDICO-PSYCHOLOGIQUE ENFANTS;;7;R;SAINT YVES;;;22200;GUINGAMP;22070;0296210550;
IDB;2013;220018535;25;220000210;53;22;53S0000007;63;3;156;PLU10;6;1;;0;0;;CTRE MEDICO-PSYCHOLOGIQUE ENFANTS;;4;R;EMILE NAU;;;22800;QUINTIN;22262;0296796030;
IDB;2013;220018550;25;220000210;53;22;53S0000007;63;3;292;PLU10;6;1;;0;0;;C.M.P. /C.A.T.T.P. TREDARZEC;;;;PONT CANADA;;;22220;TREDARZEC;22347;0296929555;
IDB;2013;220018576;25;750052037;53;22;53S0000006;63;3;156;PLU10;6;1;;0;0;;CTRE MEDICO PSYCHO POUR ENFANTS ET ADO;;7;R;DE LA PREJENTAIS;;;22100;DINAN;22050;;
IDB;2013;220018584;25;750052037;53;22;53S0000006;63;3;156;PLU10;6;1;;0;0;33843952400053;CTRE MEDICO PSYCHO ENFANTS ADULTES;;19;R;PORTE DUCLOS;;;22130;PLANCOET;22172;;
IDB;2013;220018592;25;750052037;53;22;53S0000006;63;3;156;PLU10;6;1;;0;0;;CTRE MEDICO PSYCHO INFANTO JUVENILE;;3;R;DE LAUNAY;;;22250;BROONS;22020;;
IDB;2013;220018618;35;220017974;53;22;53S0000008;60;3;292;PLU10;6;1;;0;0;;HOPITAL DE JOUR DE ROSTRENEN;;11;PL;PORZ MOELOU;;;22110;ROSTRENEN;22266;;
IDB;2013;220018626;35;220017974;53;22;53S0000008;60;3;292;PLU10;6;1;;0;0;;CMP - CATTP DE ROSTRENEN;;35;R;OLLIVIER PERRIN;;;22110;ROSTRENEN;22266;;
IDB;2013;220018634;35;220017974;53;22;53S0000008;60;3;156;PLU10;6;1;;0;0;40094447600102;CENTRE MEDICO PSYCHOLOGIQUE ENFANTS;;20;R;JOSEPH PENNEC;;;22110;ROSTRENEN;22266;;
IDB;2013;220018832;25;750052037;53;22;53S0000007;63;3;292;PLU10;6;1;;0;0;;CMP / CATTP;HOPITAL LOCAL VILLEDENEU;13;R;DU JEU DE PAUME;;;22400;LAMBALLE;22093;;
IDB;2013;220018873;25;750052037;53;22;53S0000007;63;3;292;PLU10;6;1;;0;0;75331332900116;SERVICE PSYCHIATRIE ACCUEIL ET LIAISON;;10;R;MARCEL PROUST;CH YVES LE FOLL;;22000;ST BRIEUC;22278;;
IDB;2013;220019574;25;750052037;53;22;53S0000007;63;3;292;PLU10;6;1;;0;0;;HOPITAL DE JOUR POUR ADOLESCENTS L'OLI;;1;R;DE TOURAINE;;;22000;ST BRIEUC;22278;;
IDB;2013;220020663;25;220000210;53;22;53S0000007;63;3;425;PLU10;6;1;;0;0;;CATTP DE CAVAN;;;R;CHARLES ET HENRI AVRIL;;;22140;CAVAN;22034;;
IDB;2013;220020747;25;750052037;53;22;53S0000007;63;3;292;PLU10;6;1;;0;0;;HOPITAL DE JOUR  DES CAPUCINS;;17;R;DES CAPUCINS;;;22000;ST BRIEUC;22278;;
IDB;2013;220020895;08;;53;22;;85;;698;;0;4;;1;1;;GROUPE MEDICAL CLINIQUE ARMORICAINE;;;;DU VIEUX SEMINAIRE;;;22005;ST BRIEUC CEDEX 1;22278;;
IDB;2013;220020903;25;220000210;53;22;53S0000007;63;3;292;PLU10;6;1;;0;0;;CENTRE FRANCOISE DOLTO;;3;R;CHARLES GERHARDT;;;22300;LANNION;22113;;
IDB;2013;220021117;25;750052037;53;22;53S0000007;63;3;425;PLU10;6;9;;0;0;;CENTRE D'ACCUEIL THÉRAPEUTIQUE ADULTES;;2;R;ANDRÉ MORIN;;;22360;LANGUEUX;22106;;
IDB;2013;220021950;25;750052037;53;22;53S0000007;63;3;292;PLU10;7;9;;0;0;;CATTP PÉDOPSYCHIATRIE LAMBALLE;;;;LE GRAND LANJOUAN;;;22400;LAMBALLE;22093;;
IDB;2013;220021968;02;;53;22;;13;;355;;1;0;;1;1;;CENTRE HOSPITALIER DE LAMBALLE;;;;DU JEU DE PAUME;;;22405;LAMBALLE CEDEX;22093;;
IDB;2013;230000267;24;230780074;74;23;74S0000001;11;1;292;PLU10;1;0;;0;0;26232470000026;CENTRE PEDOPSY L'HERMITAGE IS;;;R;DE L'HERMITAGE;;;23300;LA SOUTERRAINE;23176;;
IDB;2013;230000655;24;230780074;74;23;74S0000001;11;1;292;PLU10;1;0;;0;0;26232470000125;CENTRE PSYCHOTHER DE JOUR S1;;51;R;AUGUSTE COULON;;;23300;LA SOUTERRAINE;23176;;
IDB;2013;230000663;24;230780074;74;23;74S0000001;11;1;292;PLU10;1;0;;0;0;26232470000422;CENTRE PSYCHOLOGIQUE DE JOUR S1;;;RTE;DE LA FORET;;;23200;BLESSAC;23024;;
IDB;2013;230000671;24;230780074;74;23;74S0000001;11;1;292;PLU10;1;0;;0;0;26232470000091;CENTRE PEDOPSY  COLEGRAM  IS;;16;R;ROGER CERCLIER;;;23200;AUBUSSON;23008;;
IDB;2013;230001356;24;230780074;74;23;74S0000001;11;1;292;PLU10;1;0;;0;0;26232470000182;HOPITAL DE JOUR PR PERS AGEES BELFONT;;4;R;EDMOND AUDRAN;;;23000;GUERET;23096;;
IDB;2013;230002149;24;230780074;74;23;74S0000001;11;1;425;PLU10;1;0;;0;0;26232470000356;CTRE ACCUEIL THERAPEUTIQUE TPS PARTIEL;;15;RTE;DE LA SOUTERRAINE;;;23320;ST VAURY;23247;;
IDB;2013;230002388;24;230780074;74;23;74S0000001;11;1;425;PLU10;1;0;;0;0;26232470000364;CTRE ACCUEIL THERAPEUTIQUE TPS PARTIEL;;;R;DE LA GRAVE;;;23000;GUERET;23096;;
IDB;2013;230003287;24;230780074;74;23;74S0000001;11;1;292;PLU10;1;0;;0;0;26232470000281;CENTRE DE JOUR DU MAUPUY IS;;7;R;DE JOUHET;;;23000;GUERET;23096;;
IDB;2013;230003337;24;230780074;74;23;74S0000001;11;1;292;PLU10;1;0;;0;0;26232470000299;CENTRE MEDICO PSY ENFANT IS;;5;AV;PIERRE MENDES FRANCE;RESIDENCE FRANCOIS II;;23000;GUERET;23096;;
IDB;2013;230004046;24;230780074;74;23;74S0000001;11;1;366;PLU10;1;0;;0;0;26232470000323;ATELIER THERAPEUTIQUE DE FLEURAT S1;;;;;;FOUGÈRES;23320;FLEURAT;23082;;
IDB;2013;230004053;24;230780074;74;23;74S0000001;11;1;292;PLU10;1;0;;0;0;26232470000349;LOKALADO IS;;1   B;AV;MANOUVRIER;;;23000;GUERET;23096;;
IDB;2013;230780041;02;;74;23;;13;;355;;1;0;;1;1;;CENTRE HOSPITALIER DE GUERET;;;;DE LA SENATORERIE;;BP 159;23011;GUERET CEDEX;23096;0555517000;
IDB;2013;230780058;02;;74;23;;13;;355;;1;0;;1;1;;CENTRE HOSPITALIER D'AUBUSSON;;;;HENRY DUNANT;;;23200;AUBUSSON;23008;0555835050;
IDB;2013;230780066;02;;74;23;;13;;355;;1;0;;1;1;;C H BERNARD DESPLAS BOURGANEUF;;;;TOURNOIS;;BP 21;23400;BOURGANEUF;23030;0555545000;
IDB;2013;230780074;02;;74;23;;11;;292;;1;0;;1;1;;CENTRE HOSPITALIER  SAINT VAURY;;;;DE LA VALETTE;;BP 60104;23320;ST VAURY;23247;0555517700;
IDB;2013;230780512;02;;74;23;;13;;355;;1;0;;1;1;;CENTRE HOSPITALIER M L S EVAUX;;;;;LES GENETS D'OR;OUCHES DE BUDELLE;23110;EVAUX LES BAINS;23076;0555656000;
IDB;2013;230780520;02;;74;23;;13;;355;;1;0;;1;1;;CTRE HOSPITALIER LA SOUTERRAINE;DR EUGENE JAMOT;;;PASTEUR;CITE DU PUYCHARRAUD;;23300;LA SOUTERRAINE;23176;0555895800;
IDB;2013;230781601;24;230780074;74;23;74S0000001;11;1;292;PLU10;1;0;;0;0;26232470000109;CENTRE PSY  LA PETITE MAISON  IS;;5;R;SAINTE CLAIRE;;;23000;GUERET;23096;;
IDB;2013;230781619;24;230780074;74;23;74S0000001;11;1;292;PLU10;1;0;;0;0;26232470000117;CENTRE PSYCHOTHER DE JOUR S2;;47;AV;DU BERRY;LE BERRY;;23000;GUERET;23096;;
IDB;2013;230782245;24;230780074;74;23;74S0000001;11;1;292;PLU10;1;0;;0;0;26232470000133;CENTRE PSYCHOLOGIQUE DE JOUR S1;;21;AV;TURGOT;;;23400;BOURGANEUF;23030;;
IDB;2013;230782252;24;230780074;74;23;74S0000001;11;1;292;PLU10;1;0;;0;0;26232470000448;CENTRE PSYCHOTHER DE JOUR S2;;16  B;R;DE LA GARE;;;23600;BOUSSAC;23031;;
IDB;2013;230782344;24;230780074;74;23;74S0000001;11;1;156;PLU10;1;0;;0;0;26232470000158;CENTRE MEDICO PSY ADULTE S2;;8;PL;LANTAIRE;;;23000;GUERET;23096;;
IDB;2013;230782351;24;230780074;74;23;74S0000001;11;1;292;PLU10;1;0;;0;0;26232470000414;CENTRE MEDICO PSY POUR ENFANT IS;;;R;SAINT-JEAN;;;23200;AUBUSSON;23008;;
IDB;2013;230782369;24;230780074;74;23;74S0000001;11;1;292;PLU10;1;0;;0;0;26232470000174;CENTRE MEDICO PSY POUR ENFANT IS;;14;BD;MESTADIER;;;23300;LA SOUTERRAINE;23176;;
IDB;2013;230782443;24;230780074;74;23;74S0000001;11;1;292;PLU10;1;0;;0;0;26232470000257;CENTRE MEDICO PSY ADULTE S2;;8;R;DE VERDUN;;;23110;EVAUX LES BAINS;23076;;
IDB;2013;240000034;02;;72;24;;11;;355;;1;0;;1;1;;CENTRE HOSPITALIER LANMARY;;;;;;;24420;ANTONNE ET TRIGONANT;24011;0553038888;
IDB;2013;240000042;02;;72;24;;13;;106;;1;0;;1;1;;CENTRE HOSPITALIER DE BELVES;;;;MAURICE BIRABEN;;;24170;BELVES;24035;0553314242;
IDB;2013;240000059;02;;72;24;;13;;355;;1;0;;1;1;;CENTRE HOSPITALIER DE BERGERAC;;;;ALBERT CALMETTE;;BP 820;24108;BERGERAC CEDEX;24037;0553638888;
IDB;2013;240000067;02;;72;24;;13;;106;;1;0;;1;1;;CENTRE HOSPITALIER DE DOMME;;;;;;;24250;DOMME;24152;0553314949;
IDB;2013;240000075;02;;72;24;;13;;106;;1;0;;1;1;;CENTRE HOSPITALIER D'EXCIDEUIL;;;;ANDRE MAUROIS;;;24160;EXCIDEUIL;24164;0553622500;
IDB;2013;240000083;02;;72;24;;11;;292;;1;0;;1;1;;CH DE VAUCLAIRE;;;;;;;24700;MONTPON MENESTEROL;24294;0553828282;
IDB;2013;240000109;02;;72;24;;13;;106;;1;0;;1;1;;CENTRE HOSPITALIER DE NONTRON;;;;DE L' EGLISE;;BP 104;24300;NONTRON;24311;0553608800;
IDB;2013;240000117;02;;72;24;;13;;355;;1;0;;2;1;;CENTRE HOSPITALIER DE PERIGUEUX;;;;GEORGES POMPIDOU;;BP 9052;24019;PERIGUEUX CEDEX;24322;0553452525;
IDB;2013;240000133;02;;72;24;;13;;106;;1;0;;1;1;;CENTRE HOSPITALIER DE RIBERAC;;;;JEAN MOULIN;;BP 52;24600;RIBERAC;24352;0553925555;
IDB;2013;240000141;02;;72;24;;13;;106;;1;0;;1;1;;CH DE ST ASTIER;;;;DU MARECHAL LECLERC;;;24110;ST ASTIER;24372;0553027800;
IDB;2013;240000158;02;;72;24;;13;;106;;1;0;;1;1;;CENTRE HOSPITALIER CHENARD;;;;DR P. BROQUAIRE;;;24410;ST AULAYE;24376;0553924300;
IDB;2013;240000166;02;;72;24;;12;;355;;1;0;;1;1;;CENTRE HOSPITALIER  LA MEYNARDIE;;;;;;;24410;ST PRIVAT DES PRES;24490;0553924800;
IDB;2013;240000448;02;;72;24;;13;;355;;1;0;;1;1;;CENTRE HOSPITALIER JEAN LECLAIRE;;;;LE POUGET;;CS80201;24206;SARLAT LA CANEDA CEDEX;24520;0553317575;
IDB;2013;240000596;06;;72;24;;73;;899;;0;4;;1;1;;S A POLYCLINIQUE FRANCHEVILLE;;;;DE VESONE;;;24004;PERIGUEUX CEDEX;24322;0553021111;
IDB;2013;240007526;24;240000083;72;24;72S0000001;11;1;156;PLU10;1;0;;0;0;26240593900527;C.M.P. ADULTES DE NONTRON;;;;LE CHATENET;;;24300;NONTRON;24311;;
IDB;2013;240007757;24;240000083;72;24;72S0000001;11;1;156;PLU10;1;0;;0;0;26240593900071;C.M.P. ENFANTS DE BERGERAC;;;R;ST  ESPRIT;;;24100;BERGERAC;24037;;
IDB;2013;240008326;24;240000083;72;24;72S0000001;11;1;292;PLU10;1;0;;0;0;26240593900535;HOPITAL DE JOUR POUR ENFANTS;;6;R;ARISTIDE BRIAND;;;24400;MUSSIDAN;24299;;
IDB;2013;240008334;24;240000083;72;24;72S0000001;11;1;292;PLU10;1;0;;0;0;26240593900543;HOPITAL DE JOUR POUR ADULTES;;15;R;SAINT-MICHEL;;;24100;BERGERAC;24037;;
IDB;2013;240009597;24;240000117;72;24;72S0000001;13;1;156;PLU10;1;0;;0;0;26240580600130;C.M.P. D'EXCIDEUIL;;10;R;DU DOCTEUR TOCHEPORT;;;24160;EXCIDEUIL;24164;;
IDB;2013;240009605;24;240000117;72;24;72S0000001;13;1;156;PLU10;1;0;;0;0;26240580600148;C.M.P. DE TERRASSON;;;PL;DU FOIRAIL;CHATEAU JEANNE D'ARC;;24120;TERRASSON LAVILLEDIEU;24547;;
IDB;2013;240013417;06;;72;24;;72;;899;;0;4;;1;1;;SARL ANTENNES AUTODIALYSE FRANCHEVILLE;;;;DE VESONE;;;24004;PERIGUEUX CEDEX;24322;0553021111;
IDB;2013;240014878;24;240000083;72;24;72S0000001;11;1;292;PLU10;1;0;;0;0;;HOPITAL DE JOUR POUR ENFANTS;;4;R;SAINT-ESPRIT;;;24100;BERGERAC;24037;;
IDB;2013;240014886;24;240000083;72;24;72S0000001;11;1;292;PLU10;1;0;;0;0;;HOPITAL DE JOUR POUR ADULTES;;;R;DU 19 MARS 1962;;;24300;NONTRON;24311;;
IDB;2013;240015677;24;240000083;72;24;72S0000001;11;1;292;PLU10;1;3;;0;0;262405939;UNITE SEVRAGE COMPLEXE - CH VAUCLAIRE;CENTRE HOSPITALIER DE PERIGUEUX;80;Av;GEORGES POMPIDOU;;BP 9052;24019;PERIGUEUX CEDEX;24322;0553452525;
IDB;2013;250000015;02;;43;25;;13;;101;;1;0;;2;1;;CHU BESANCON;;;;SAINT JACQUES;;;25030;BESANCON CEDEX;25056;0381668166;
IDB;2013;250000221;02;;43;25;;13;;106;;1;0;;1;1;;HL P NAPPEZ MORTEAU;;;;MARECHAL LECLERC;;BP 73115;25503;MORTEAU CEDEX;25411;0381683400;
IDB;2013;250000239;02;;43;25;;13;;106;;1;0;;1;1;;CH BAUME LES DAMES;;;;DU PRÉSIDENT KENNEDY;;BP 54069;25114;BAUME LES DAMES CEDEX;25047;0381847000;
IDB;2013;250000452;02;;43;25;;14;;355;;0;9;;2;1;;CHI DE HAUTE-COMTÉ;;;;SAINT ETIENNE;;BP 329;25304;PONTARLIER CEDEX;25462;0381385454;
IDB;2013;250000460;02;;43;25;;11;;292;;1;0;;1;1;;CHS NOVILLARS;;;;DU DR CHARCOT;;;25220;NOVILLARS;25429;0381605800;
IDB;2013;250000478;02;;43;25;;13;;106;;1;0;;1;1;;HL ST LOUIS ORNANS;;;;DES VERGERS;;BP 29;25290;ORNANS;25434;0820204665;
IDB;2013;250000569;02;;43;25;;11;;355;;1;0;;1;1;;CTRE SOINS TILLEROYES;BAT. AMBROISE PARE;;;DU SANATORIUM;;;25030;BESANCON CEDEX;25056;0381416060;
IDB;2013;250002839;02;;43;25;;13;;355;;1;0;;1;1;;CRF ET MR QUINGEY;;;;DE LYON;;BP 5;25440;QUINGEY;25475;0381546600;
IDB;2013;250006053;24;250000460;43;25;43S0000001;11;1;292;PLU10;1;0;;0;0;26250429300289;CMP CATTP ADULTES GUIDANCE INFANTILE;;5;R;BLAISE PASCAL;;;25000;BESANCON;25056;;
IDB;2013;250007598;02;;43;25;;11;;355;;1;0;;1;1;;CLS BELLEVAUX;;;;DE STRASBOURG;;;25042;BESANCON CEDEX;25056;0381614200;
IDB;2013;250007788;02;;43;25;;11;;355;;1;0;;1;1;;CSHLD J WEINMAN AVANNE;;;;DES CERISIERS;;;25720;AVANNE AVENEY;25036;0381418888;
IDB;2013;250008109;24;250000460;43;25;43S0000001;11;1;292;PLU10;1;0;;0;0;26250429300206;FOYER POSTCURE LE COLOMBIER CHS;;20;AV;GEORGES CLEMENCEAU;;;25000;BESANCON;25056;;
IDB;2013;250008117;24;250000460;43;25;43S0000001;11;1;292;PLU10;1;0;;0;0;26250429300115;FOYER POSTCURE LES 4 VENTS CHS;;4   B;CHE;DES MONTARMOTS;;;25000;BESANCON;25056;;
IDB;2013;250008281;24;250000460;43;25;43S0000001;11;1;156;PLU10;1;0;;0;0;26250429300099;CMP ENFANTS ADULTES BAUME CHS NOVILLAR;;2;R;DE PROVENCE;;;25110;BAUME LES DAMES;25047;;
IDB;2013;250008455;24;250000460;43;25;43S0000001;11;1;292;PLU10;1;0;;0;0;26250429300404;CMP CATTP ADULTES ESPACE RENCONTRE;;41;CHE;DES MONTARMOTS;;;25000;BESANCON;25056;;
IDB;2013;250009123;24;250000452;43;25;43S0000001;14;1;355;PLU10;1;0;;0;0;26250462400145;PSYCHIATRIE ADULTE MORTEAU;;8;R;DU COLLEGE;;;25500;MORTEAU;25411;;
IDB;2013;250010493;24;250000460;43;25;43S0000001;11;1;292;PLU10;1;0;;0;0;26250429300305;CATTP JULES VERNE- CMP LE PATIO;CMP  J VERNES -  CATTP  LE PATIO;2;R;DE L'INDUSTRIE;;;25000;BESANCON;25056;;
IDB;2013;250011160;24;250000460;43;25;43S0000001;11;1;292;PLU10;1;0;;0;0;26250429300131;HOPITAL DE JOUR  CATALPA CHS NOVILLARS;;75;CHE;DE PALENTE;;;25000;BESANCON;25056;;
IDB;2013;250011186;24;250000460;43;25;43S0000001;11;1;292;PLU10;1;0;;0;0;26250429300362;CATIJ JARDINS CHS NOVILLARS;;13;R;DES JARDINS;;;25000;BESANCON;25056;;
IDB;2013;250011244;24;250000460;43;25;43S0000001;11;1;156;PLU10;1;0;;0;0;26250429300156;CTRE GUIDANCE INFANTILE CHS NOVILLARS;;71;R;DE BESANCON;;;25300;PONTARLIER;25462;;
IDB;2013;250011822;24;250000452;43;25;43S0000001;14;1;425;PLU10;1;0;;0;0;26250462400095;CATTP ADULTE DU CH PONTARLIER;;8;R;EMILE THOMAS;;;25300;PONTARLIER;25462;;
IDB;2013;250014099;35;700004096;43;25;43S0000001;60;3;292;PLU10;6;1;;0;0;40039525700464;HJ CMP CATTP ADULTES MONTBELIARD AHFC;;9;AV;Léon Blum;;;25200;MONTBELIARD;25388;0381993701;
IDB;2013;250014198;35;700004096;43;25;43S0000001;60;3;292;PLU10;6;1;;0;0;40039525700498;CTRE LUCINE  AHFC;;;IMP;DE LA MAIRIE;;;25400;AUDINCOURT;25031;0381377137;
IDB;2013;250016029;24;250000460;43;25;43S0000001;11;1;425;PLU10;1;0;;0;0;26250429300370;CATTP ADULTE VIVRE EN VILLE;;9;CHE;DE PALENTE;;;25000;BESANCON;25056;;
IDB;2013;250016078;24;250000460;43;25;43S0000001;11;1;292;PLU10;1;0;;0;0;26250429300396;CMP ADULTE GUIDANCE INFANTILE VALDAHON;;5;PL;DU GÉNÉRAL DE GAULLE;;;25800;VALDAHON;25578;;
IDB;2013;250016128;24;250000460;43;25;43S0000001;11;1;292;PLU10;1;0;;0;0;26250429300388;CENTRE GUIDANCE INFANTILE;;14  C;R;PERTUISIER;;;25500;MORTEAU;25411;;
IDB;2013;250016169;35;700004096;43;25;43S0000001;60;3;292;PLU10;6;1;;0;0;;PSYCHIATRIE ADULTE HOSPIT DE JOUR AHFC;;;ALL;JEAN LÉON GÉRÔME;;;25700;VALENTIGNEY;25580;;
IDB;2013;250016466;24;250000460;43;25;43S0000001;11;1;292;PLU10;1;0;;0;0;26250429300016;ESPACE ACCUEIL ADOLESCENT ST JACQUES;;2;PL;SAINT JACQUES;CHU;;25030;BESANCON CEDEX;25056;;
IDB;2013;250017241;24;250000460;43;25;43S0000001;11;1;156;PLU10;1;0;;0;0;26250429300412;CMP ADULTES PONT-DE-ROIDE;;3;R;DE LA RÉSISTANCE;;;25150;PONT DE ROIDE;25463;;
IDB;2013;250017308;24;250000460;43;25;43S0000001;11;1;292;PLU10;1;0;;0;0;26250429300420;UNITÉ PÈRE MÈRE BÉBÉ;;11;R;DE REIMS;;;25000;BESANCON;25056;;
IDB;2013;250018793;24;250000460;43;25;43S0000001;11;1;292;PLU10;1;0;;0;0;;CMP ADULTES MAICHE;;10;R;VICTOR HUGO;;;25120;MAICHE;25356;;
IDB;2013;260000021;02;;82;26;;13;;355;;1;0;;2;1;;CH DE VALENCE;;;;MARÉCHAL JUIN;;;26953;VALENCE CEDEX 9;26362;0475757575;
IDB;2013;260000047;02;;82;26;;13;;355;;1;0;;1;1;;CH DE MONTÉLIMAR;;;;BEAUSSERET;;BP 249;26216;MONTELIMAR CEDEX;26198;0475534000;
IDB;2013;260000054;02;;82;26;;13;;355;;1;0;;1;1;;CENTRE HOSPITALIER DE CREST;;;;MAZOREL-NORD;;;26400;CREST;26108;0475253700;
IDB;2013;260000070;02;;82;26;;13;;106;;1;0;;1;1;;HOPITAL LOCAL DIEULEFIT;;;;DU CHAMP DE MARS;;;26220;DIEULEFIT;26114;0475464441;
IDB;2013;260000088;02;;82;26;;13;;106;;1;0;;1;1;;HOPITAL LOCAL DE NYONS;;;;JULES BERNARD;;BP 101;26111;NYONS CEDEX;26220;0475285206;
IDB;2013;260000096;02;;82;26;;13;;106;;1;0;;1;1;;HL DE BUIS LES BARONNIES;;;;;;JONCHIER;26170;BUIS LES BARONNIES;26063;0475280344;
IDB;2013;260000104;02;;82;26;;13;;355;;1;0;;1;1;;CENTRE HOSPITALIER DIE;;;;;;;26150;DIE;26113;0475225500;
IDB;2013;260003264;02;;82;26;;11;;292;;1;0;;1;1;;CHS LE VALMONT MONTÉLÉGER;;;;DES REBATIÈRES;;BP 16;26760;MONTELEGER;26196;0475756060;
IDB;2013;260005277;24;260003264;82;26;82S0000005;11;1;292;PLU10;1;0;;0;0;26260014100309;HJ ADULTES MONTÉLIMAR;;4;PL;DU THEATRE;;;26200;MONTELIMAR;26198;;
IDB;2013;260006416;24;260000047;82;26;82S0000005;13;1;156;PLU10;1;0;;0;0;26260014100234;CMP ADULTES MONTELIMAR CH MONTELIMAR;;4;PL;DU THEATRE;;;26200;MONTELIMAR;26198;;
IDB;2013;260006424;24;260000047;82;26;82S0000005;13;1;156;PLU10;1;0;;0;0;26260006700140;CMP ENFANTS MONTELIMAR CH MONTELIMAR;;3;R;DES JESUITES;;;26200;MONTELIMAR;26198;;
IDB;2013;260006705;24;260003264;82;26;82S0000005;11;1;292;PLU10;1;0;;0;0;26260014100044;HJ ADULTES VALENCE GRAND CHARRAN;;34;R;DU 4 SEPTEMBRE;;;26000;VALENCE;26362;;
IDB;2013;260010186;24;260016910;82;26;82S0000005;14;1;355;PLU10;1;0;;0;0;26261109800118;HOPITAL DE JOUR ROMANS;;21;AV;DU MAQUIS;;;26100;ROMANS SUR ISERE;26281;;
IDB;2013;260010194;24;260016910;82;26;82S0000005;14;1;156;PLU10;1;0;;0;0;26261109800043;CMP / CATTP INFANTO-JUVÉNILE;;16;AV;DE LA BOUTERNE;ZA LES LOTS;;26600;TAIN L HERMITAGE;26347;;
IDB;2013;260010236;24;260016910;82;26;82S0000005;14;1;156;PLU10;1;0;;0;0;26261109800126;CMP ADULTES ET INFANTO-JUVÉNILE;;;;;HLM VILLAGE NORD - BAT. B 3ÉME;;26140;ST RAMBERT D ALBON;26325;;
IDB;2013;260010251;24;260016910;82;26;82S0000005;14;1;156;PLU10;1;0;;0;0;26261109800092;CMP ENFANTS ROMANS CH ROMANS/ST VALLIE;;5;R;MUSSELON;;;26100;ROMANS SUR ISERE;26281;;
IDB;2013;260013602;24;260003264;82;26;82S0000005;11;1;156;PLU10;1;0;;0;0;26260014100275;CMP ADULTES CATHELIN CHS VALMONT;;;PL;RIMBAUD;;;26000;VALENCE;26362;;
IDB;2013;260013628;24;260003264;82;26;82S0000005;11;1;156;PLU10;1;0;;0;0;26260014100101;CMP ENFANTS PORTES CHS VALMONT;;15;R;PASTEUR;;;26800;PORTES LES VALENCE;26252;;
IDB;2013;260013636;24;260003264;82;26;82S0000005;11;1;156;PLU10;1;0;;0;0;26260014100119;CMP ADULTES LIVRON CHS VALMONT;;29;R;ALBERT MAZADE;;;26250;LIVRON SUR DROME;26165;;
