BOR;AN;FI;RS;RSCOM;FI_EJ;GRP;STJ;STJR;CAT;CATR;ESPIC;MFT;CCR;NAT;SIR;REG;DEP;TSANT;COM;NOMCOM;ARM;CHLEJ0;FIPRE;ETAT_SAISIE;FINRAT;VAGUE;PROVENANCE;NUMVOI;TYPVOI;NOMVOI;BP;CPO;LIBCOM;COMPD;FILIALE0;SIRTET;RSTET;FIAUT1;RSAUT1;FIAUT2;RSAUT2;FIAUT3;RSAUT3;FIAUT4;RSAUT4;FIAUT5;RSAUT5;FIAUT6;RSAUT6;FIAUT7;RSAUT7;DADS_C1;DADS_C2;DADS_C3;DADS_C4;DADS_D1;MODEJ;TYPMD1;TYPMD2;TYPMD3;FIFU1;FIFU2;FIFU3;SCFU1;SCFU2;SCFU3
ID;2013;210987657;CH BEAUNE;;210780714;04;13;1;355;PUB2;1;0;;0;26210003500019;26;21;26S0000001;21054;BEAUNE;;0;;7;210780714;1;1;;AV;GUIGONE DE SALINS;BP 104;21203;BEAUNE CEDEX;;;;;;;;;;;;;;;;;;;;26210003500019;;;;0;;;;;;;;;
ID;2013;210987665;CH INTERCOMMUNAL CHATILLON MONTBARD;;210010070;04;14;1;355;PUB2;1;0;;0;26210820200041;26;21;26S0000001;21154;CHATILLON-SUR-SEINE;;0;;7;210010070;2;1;2;R;BARON CLAUDE PETIET;;21400;CHATILLON SUR SEINE;ZAC DU BELVEDERE;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;210987673;CH INTERCOMMUNAL CHATILLON MONTBARD;;210010070;04;14;1;355;PUB2;1;0;;0;26210820200017;26;21;26S0000001;21425;MONTBARD;;0;;7;210010070;2;1;27;R;AUGUSTE CARRE;;21500;MONTBARD;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;210987681;CHAM SAULIEU C.H AUXOIS-MORVAN;Site de Saulieu;210011482;04;14;1;106;PUB2;1;0;;0;20003025200031;26;21;26S0000001;21584;SAULIEU;;0;;7;210011482;2;1;2;R;COURTEPEE;;21210;SAULIEU;;;;;210983565;USLD SAULIEU CHAM;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;210987699;CENTRE HOSPITALIER ROBERT MORLEVAT;;210780706;04;13;1;355;PUB2;1;0;;0;26210018300017;26;21;26S0000001;21603;SEMUR-EN-AUXOIS;;0;;7;210780706;1;1;3;AV;PASTEUR;BP 28;21140;SEMUR EN AUXOIS;;;;;;;;;;;;;;;;;;;;26210018300017;;;0;0;;;;;;;;;
ID;2013;210987731;CLCC GEORGES-FRANCOIS LECLERC;;210780417;18;61;3;131;PNL6;6;1;2;0;77820427100010;26;21;26S0000001;21231;DIJON;;0;;6;210780417;2;1;1;RUE;DU PROFESSEUR MARION;BP 77980;21079;DIJON CEDEX;;;;;;;;;;;;;;;;;;;;77820427100010;;;0;0;;;;;;;;;
ID;2013;210987939;USLD CH LA CHARTREUSE DIJON;;210780607;04;11;1;362;PUB9;1;0;;0;26210006800051;26;21;26S0000001;21231;DIJON;;0;;7;210780607;1;1;83;RUE;DU FAUBOURG RAINES;;21000;DIJON;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;220000012;CENTRE HOSPITALIER YVES LE FOLL;;220000020;04;13;1;355;PUB2;1;0;;0;26220009000013;53;22;53S0000007;22278;SAINT-BRIEUC;;0;;6;220000020;2;1;;;;;22027;ST BRIEUC CEDEX 1;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;220000095;CTRE HOSPITALIER DINAN;;220000046;04;13;1;355;PUB2;1;0;;0;26220008200010;53;22;53S0000006;22050;DINAN;;0;;6;220000046;1;1;74;R;CHATEAUBRIAND;BP 91056;22101;DINAN CEDEX;;;;;220018857;GIE IRM du Pôle de Santé de Dinan;;;;;;;;;;;;;;26220008200010;;;0;0;;;;;;;;;
ID;2013;220000111;POLYCLINIQUE DU TREGOR;;220000376;09;73;2;365;PLU4;0;4;5;0;31124247300016;53;22;53S0000007;22113;LANNION;;0;;5;;2;1;;R;DU DR JACQUES FEUILLU;B.P 50319;22303;LANNION CEDEX;;0;;;;;;;;;;;;;;;;;311242473;31124247300024;;;0;0;;;;;;;;;
ID;2013;220000194;Centre Hospitalier du Centre Bretagne- site de Plémet;;560014748;04;14;1;355;PUB2;1;0;;0;26561343000114;53;22;53S0000008;22183;PLEMET;;;;6;560014748;1;1;;;;BP 19 BODIFFE;22210;PLEMET;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;220000210;FONDATION BON SAUVEUR;CENTRE HOSPITALIER BON SAUVEUR;;05;63;3;292;PNL3;6;1;1;1;387944796;53;22;53S0000007;22004;BEGARD;;0;;6;;1;1;1;R;BON SAUVEUR;B.P 01;22140;BEGARD;;0;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;220000236;CENTRE HOSPITALIER DE PLOUGUERNEVEL;;220017974;09;60;3;292;PNL3;6;1;1;0;40094447600029;53;22;53S0000008;22220;PLOUGUERNEVEL;;0;;6;;1;1;2;RTE;DE ROSTRENEN;;22110;PLOUGUERNEVEL;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;220000269;CLINIQUE ARMOR. DE RADIOLOGIE;;220000640;09;71;2;129;PLU4;0;4;5;0;49698042600027;53;22;53S0000007;22278;SAINT-BRIEUC;;;;6;;2;1;21;R;DU VIEUX SEMINAIRE;;22015;ST BRIEUC CEDEX 1;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;220000285;C.H.P DE ST BRIEUC - SITE JEANNE D'ARC;;220000673;09;73;2;128;PLU4;0;4;5;0;49578003300033;53;22;53S0000007;22278;SAINT-BRIEUC;;0;;6;;2;1;9;R;DU VIEUX SEMINAIRE;;22015;ST BRIEUC CEDEX 1;;1;521011510;Hospi Grand Ouest;220020697;scanner selarl du groupe medical de la CAR;220018675;GIE groupement d'imagerie medicale;;;;;;;;;;;495780033;49578003300033;;;0;0;;;;;;;;;
ID;2013;220000301;C.H.P. SITE DU LITTORAL;;220000673;09;73;2;128;PLU4;0;4;5;0;49578003300017;53;22;53S0000007;22278;SAINT-BRIEUC;;0;;6;;2;1;58;R;LA FAYETTE;B.P 304;22003;ST BRIEUC CEDEX 1;;1;521011510;HOSPI GRAND OUEST;;;;;;;;;;;;;;;495780033;49578003300017;;;0;0;;;;;;;;;
ID;2013;220000319;CLINIQUE -LA CERISAIE-;;220000681;15;75;2;161;PLU7;0;4;5;0;33468638300012;53;22;53S0000007;22360;TREGUEUX;;0;;6;;1;1;53;BD;DE L'ATLANTIQUE;;22950;TREGUEUX;LA VILLE POLO;1;381382092;VP INVESTISSEMENT CHATEAU DE MIRANDOL 37360 BEAUMONT LA RONCE;;;;;;;;;;;;;;;334686383;;;;0;0;;;;;;;;;
ID;2013;220000327;CLINIQUE DU VAL JOSSELIN;;220000699;15;73;2;161;PLU7;0;4;5;0;32200768300012;53;22;53S0000007;22389;YFFINIAC;;0;;6;;1;1;2;Rue;DU  VAL  JOSSELIN;BP 12;22120;YFFINIAC;;0;;;;;;;;;;;;;;;;;322007683;32200768300012;;;0;0;;;;;;;;;
ID;2013;220000343;CENTRE HOSPITALIER GUINGAMP;;220000079;04;13;1;355;PUB2;1;0;;0;26220002500019;53;22;53S0000007;22070;GUINGAMP;;0;;6;220000079;1;1;17/19;R;DE L'ARMOR;;22200;GUINGAMP;;;;;;;;;;;;;;;;;;;262200025;;;;;0;;;;;;;;;
ID;2013;220000368;CENTRE HOSPITALIER LANNION;PIERRE LE DAMANY;220000103;04;13;1;355;PUB2;1;0;;0;26220007400017;53;22;53S0000007;22113;LANNION;;0;;6;220000103;1;1;;;KERGOMAR;BP 70348;22303;LANNION CEDEX;;;;;;;;;;;;;;;;;;;;26220007400017;;;0;0;;;;;;;;;
ID;2013;220000467;Clinique Maison de Velleda;;750043994;09;75;2;109;PLU10;0;4;5;0;30116075000339;53;22;53S0000006;22172;PLANCOET;;0;;6;;1;2;;;Tertre de Bran de Fer;;22130;PLANCOËT;;1;301160750;SAS CLINEA;;;;;;;;;;;;;;;301160750;30116075000339;;;0;0;;;;;;;;;
ID;2013;220000475;ETS LES CHATELETS;;220020531;09;47;3;109;PNL10;6;1;1;0;77556892600155;53;22;53S0000007;22215;PLOUFRAGAN;;0;;6;;1;1;6;R;DU BOIS JOLI;;22440;PLOUFRAGAN;;0;;;;;;;;;;;;;;;;;;77556892600155;;;0;0;;;;;;;;;
ID;2013;220000483;Centre Hospitalier du Centre Bretagne- site de Loudéac;;560014748;04;14;1;355;PUB2;1;0;;0;26561343000023;53;22;53S0000008;22136;LOUDEAC;;0;;6;560014748;1;1;;R;DE LA CHESNAIE;B.P 682;22606;LOUDEAC CEDEX;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;220000541;CENTRE HOSPITALIER PAIMPOL;;220000152;04;13;1;355;PUB2;1;0;;0;26220011600016;53;22;53S0000007;22162;PAIMPOL;;0;;6;220000152;1;1;36;CHE;DE MALABRY;CS 20091;22501;PAIMPOL CEDEX;;;;;;;;;;;;;;;;;;;262200116;26220011600016;26220011600024;;0;0;;;;;;;;;
ID;2013;220000566;CENTRE HOSPITALIER LAMBALLE;;220021968;04;13;1;355;PUB2;1;0;;0;20003476700018;53;22;53S0000007;22093;LAMBALLE;;1;220000178;6;220021968;1;1;13;R;DU JEU DE PAUME;BP 90527;22405;LAMBALLE CEDEX;;;;;;;;;;;;;;;;;;;;;;;;1;;1;;220000178;220016141;;;;
ID;2013;220000574;CENTRE HOSPITALIER QUINTIN;;220000186;04;13;1;106;PUB2;1;0;;0;26220010800013;53;22;53S0000007;22262;QUINTIN;;0;;6;220000186;1;1;1;R;DES CARMES;SC 70139;22800;QUINTIN;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;220000590;CENTRE HELIO MARIN PLERIN;;220000202;09;61;3;109;PNL10;6;1;1;0;77741755100010;53;22;53S0000007;22187;PLERIN;;0;;6;;1;1;17;R;DR ABEL VIOLETTE;B.P 330;22193;PLERIN CEDEX;;0;;;;;;;;;;;;;;;;;777417551;;;;0;0;;;;;;;;;
ID;2013;220001259;CENTRE HOSPITALIER TREGUIER;;220005045;04;13;1;355;PUB2;1;0;;0;26220006600013;53;22;53S0000007;22362;TREGUIER;;0;;6;220005045;1;1;;;TOUR SAINT MICHEL;BP 81;22220;TREGUIER;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;220005557;CTRE DE LONG SEJOUR CH LANNION;;220000103;04;13;1;362;PUB9;1;0;;0;26220007400033;53;22;53S0000007;22113;LANNION;;0;;6;220000103;1;1;;R;KERGOMAR;BP 70348;22303;LANNION CEDEX;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;
ID;2013;220005599;POLYCLINIQUE DU PAYS DE RANCE;;220017842;09;73;2;128;PLU4;0;4;5;0;30544846600030;53;22;53S0000006;22050;DINAN;;0;;5;;2;1;76;R;DE CHATEAUBRIAND;CS 84148;22104;DINAN CEDEX;;1;389902701;GROUPE VIVALTO SANTE;;;;;;;;;;;;;;;305448466;30544846600030;49138419400016;;0;0;;;;;;;;;
ID;2013;220006423;CTRE DE LONG SEJOUR CH PAIMPOL;;220000152;04;13;1;362;PUB9;1;0;;0;26220011600032;53;22;53S0000007;22162;PAIMPOL;;0;;6;220000152;1;1;36;CHE;DE KERPUNS;CS 20091;22501;PAIMPOL CEDEX;;;;;;;;;;;;;;;;;;;262200116;26220011600032;;;0;0;;;;;;;;;
ID;2013;220006456;CTRE LONG SEJOUR CH LAMBALLE;;220021968;04;13;1;362;PUB9;1;0;;0;20003476700026;53;22;53S0000007;22093;LAMBALLE;;1;220000178;6;220021968;1;1;13;R;DU JEU DE PAUME;BP 549;22405;LAMBALLE CEDEX;BP 110;;;;;;;;;;;;;;;;;;;;;;;1;;1;;220000178;220016141;;;;
ID;2013;220006472;CTRE DE LONG SEJOUR CH DINAN;;220000046;04;13;1;362;PUB9;1;0;;0;26220008200044;53;22;53S0000006;22050;DINAN;;0;;6;220000046;1;1;74;R;CHATEAUBRIAND;BP 90156;22101;DINAN CEDEX;;;;;;;;;;;;;;;;;;;;26220008200010;;;0;0;;;;;;;;;
ID;2013;220007645;USLD CH TREGUIER;;220005045;04;13;1;362;PUB9;1;0;;0;26220006600039;53;22;53S0000007;22362;TREGUIER;;0;;6;220005045;1;1;;;TOUR SAINT MICHEL;BP 21;22220;TREGUIER;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;220012751;HOPITAL DE JOUR ENFANTS;;220017974;15;60;3;292;PNL3;6;1;1;0;40094447600102;53;22;53S0000008;22266;ROSTRENEN;;0;;6;;1;1;14;R;CHAMAILLARD;;22110;ROSTRENEN;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;220012884;CENTRE REEDUCATION DE TRESTEL;;220000103;04;13;1;355;PUB2;1;0;;0;26220007400074;53;22;53S0000007;22379;TREVOU-TREGUIGNEC;;0;;6;220000103;1;1;;;;;22660;TREVOU TREGUIGNEC;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;
ID;2013;220013106;AUTODIALYSE BEGARD;;350000626;07;60;3;146;PNL5;6;4;1;0;30854923700052;53;22;53S0000007;22004;BEGARD;;0;;5;350000626;1;1;4;AV;PIERRE PERRON;;22140;BEGARD;;0;;;;;;;;;;;;;;;;;308549237;;;;0;0;;;;;;;;;
ID;2013;220013122;AUTODIALYSE LANNION;CENTRE HOSPITALIER DE LANNION;350000626;07;60;3;146;PNL5;6;4;1;0;30854923700078;53;22;53S0000007;22113;LANNION;;0;;5;350000626;1;1;;;CHEMIN DE TROROZEC;;22303;LANNION CEDEX;;0;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;
ID;2013;220013130;AUTODIALYSE PAIMPOL;;350000626;07;60;3;146;PNL5;6;4;1;0;30854923700086;53;22;53S0000007;22162;PAIMPOL;;0;;5;350000626;1;1;;R;BECOT;;22500;PAIMPOL;;0;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;
ID;2013;220013155;AUTODIALYSE SAINT ALBAN;;350000626;07;60;3;146;PNL5;6;4;1;0;30854923700102;53;22;53S0000007;22273;SAINT-ALBAN;;0;;5;350000626;1;1;1;R;DE TOURNEMINE;;22400;ST ALBAN;;0;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;
ID;2013;220014138;CENTRE DE LONG SEJOUR ROSTRENEN;;220017974;09;60;3;362;PNL9;6;1;1;0;40094447600037;53;22;53S0000008;22266;ROSTRENEN;;0;;6;;1;1;;R;CORDERIE;;22110;ROSTRENEN;RESIDENCE KERAMOUR;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;220014286;AUTODIALYSE LANGUEUX;;350000626;07;60;3;146;PNL5;6;4;1;0;30854923700128;53;22;53S0000007;22106;LANGUEUX;;0;;5;350000626;1;1;16;R;MORGAN;;22360;LANGUEUX;;0;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;
ID;2013;220014708;CSSRAA L'AVANCÉE;;220017974;09;60;3;109;PNL10;6;1;1;0;40094447600052;53;22;53S0000007;22278;SAINT-BRIEUC;;0;;6;;1;1;5;PL;DE LA LIBERTE;;22000;ST BRIEUC;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;220016430;AUTODIALYSE LEHON-DINAN;C.H.  ST JEAN DE DIEU;350000626;07;60;3;146;PNL5;6;4;1;0;30854923700367;53;22;53S0000006;22123;LEHON;;0;;5;350000626;1;1;;RTE;DE BREST;;22100;LEHON;;0;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;
ID;2013;220016778;CTRE D'ENTRAINEMENT ET REPLI ST BRIEUC;CENTRE HOSPITALIER;350000626;07;60;3;146;PNL5;6;4;1;0;30854923700128;53;22;53S0000007;22278;SAINT-BRIEUC;;0;;5;350000626;1;1;10;R;MARCEL PROUST;;22023;ST BRIEUC CEDEX 1;HOPITAL LE FOLL;0;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;
ID;2013;220018899;AUTODIALYSE SAINT BRIEUC;;350000626;07;60;3;146;PNL5;6;4;1;0;30854923700128;53;22;53S0000007;22278;SAINT-BRIEUC;;0;;5;350000626;1;1;;R;DES CHAMPS DE PIES;;22000;ST BRIEUC;;0;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;
ID;2013;220019061;SSR GERIATRIQUE;PAVILLON CORNOUAILLES;220000020;04;13;1;355;PUB2;1;0;;0;26220009000187;53;22;53S0000007;22278;SAINT-BRIEUC;;;;6;220000020;2;1;17;R;DES CAPUCINS;;22000;ST BRIEUC;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;220019558;UDM DE SAINT BRIEUC;;350000626;07;60;3;141;PNL5;6;4;1;0;30854923700128;53;22;53S0000007;22278;SAINT-BRIEUC;;0;;5;350000626;1;1;10;R;DES CHAMPS DE PIES;;22000;ST BRIEUC;;0;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;
ID;2013;220019616;HAD DU PAYS BRIOCHIN;;220019608;09;60;3;127;PNL10;7;4;1;0;30854923700391;53;22;53S0000007;22278;SAINT-BRIEUC;;0;;6;;1;1;5;R;LUMIERE;;22000;ST BRIEUC;;0;;;;;;;;;;;;;;;;;308549237;;;;0;0;;;;;;;;;
ID;2013;220019848;UNITE D'AUTODIALYSE DE LOUDEAC;CH DE LOUDEAC;350000626;07;60;3;146;PNL5;6;4;1;0;30854923700383;53;22;53S0000008;22136;LOUDEAC;;0;;5;350000626;1;1;;R;DE LA CHESNAIE;;22600;LOUDEAC;;0;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;
ID;2013;220020101;UDM DE LANNION;CH DE LANNION;220000020;04;13;1;355;PUB2;1;0;;0;26220007400017;53;22;53S0000007;22113;LANNION;;0;;6;220000020;2;1;;;chemin trozodec;BP 248;22303;LANNION CEDEX;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;220020119;UDM DE PAIMPOL;Centre Hospitalier Max Querrien;220000020;04;13;1;355;PUB2;1;0;;0;26220011600016;53;22;53S0000007;22162;PAIMPOL;;0;;6;220000020;2;1;;;chelin Malabry;;22500;PAIMPOL;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;220020341;AUB SANTE - HAD DU PAYS DE GUINGAMP;;350000626;09;60;3;127;PNL10;6;4;1;0;30854923700417;53;22;53S0000007;22070;GUINGAMP;;0;;6;;1;1;17;R;D'ARMOR;;22200;GUINGAMP;;0;;;;;;;;;;;;;;;;;308549237;;;;0;0;;;;;;;;;
ID;2013;220020507;CENTRE DE DIALYSE DE LANNION;CENTRE HOSPITALIER;350000626;07;60;3;141;PNL5;6;4;1;0;30854923700391;53;22;53S0000007;22113;LANNION;;0;;5;350000626;1;1;;;CHEMIN DE TROROZEC;;22303;LANNION CEDEX;;0;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;
ID;2013;220020697;SELARL GROUPE MEDICAL CLINIQUE ARMORICAINE DE RADIOLOGIE;;220020895;18;85;2;698;PLU10;0;5;5;0;44996246300013;53;22;53S0000007;22278;SAINT-BRIEUC;;0;;6;220020895;1;1;21;R;DU VIEUX SEMINAIRE;;22015;ST BRIEUC CEDEX 1;;0;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;220022149;UDM SITE CH GUINGAMP;CENTRE HOSPITALIER DE GUINGAMP;220000020;04;13;1;355;PUB2;1;0;;0;26220000900013;53;22;53S0000007;22070;GUINGAMP;;;;6;220000020;2;1;17;R;17 rue de l'Armor;22205;22200;GUINGAMP Cedex;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;230000259;USLD - CH GUERET;;230780041;04;13;1;362;PUB9;1;0;;0;26230960200056;74;23;74S0000001;23096;GUERET;;0;;6;230780041;1;1;4;R;TANGUY PRIGENT;;23000;GUERET;;;;;;;;;;;;;;;;;;;262309602;26230960200015;;;0;0;;;;;;;;;
ID;2013;230000820;CENTRE HOSPITALIER GUERET;;230780041;04;13;1;355;PUB2;1;0;;0;26230960200015;74;23;74S0000001;23096;GUERET;;0;;6;230780041;1;1;39;AV;DE LA SENATORERIE;BP 159;23011;GUERET CEDEX;;;;;;;;;;;;;;;;;;;262309602;26230960200015;;;0;0;;;;;;;;;
ID;2013;230000838;CENTRE HOSPITALIER D'AUBUSSON;;230780058;04;13;1;355;PUB2;1;0;;0;26230080900015;74;23;74S0000001;23008;AUBUSSON;;0;;6;230780058;1;1;50;R;HENRY DUNANT;;23200;AUBUSSON;;;;;;;;;;;;;;;;;;;262300809;26230080900015;;;0;0;;;;;;;;;
ID;2013;230000846;C H BERNARD DESPLAS  BOURGANEUF;;230780066;04;13;1;355;PUB2;1;0;;0;26230300100016;74;23;74S0000001;23030;BOURGANEUF;;0;;6;230780066;1;1;;PL;TOURNOIS;BP 76;23400;BOURGANEUF;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;230000853;CENTRE HOSPITALIER SAINT VAURY;;230780074;14;11;1;292;PUB3;1;0;;0;26232470000018;74;23;74S0000001;23247;SAINT-VAURY;;0;;6;230780074;1;1;;;LA VALETTE;BP 60104;23320;ST VAURY;;;;;;;;;;;;;;;;;;;262324700;26232470000018;;;0;0;;;;;;;;;
ID;2013;230000952;CTRE HOSPITALIER MOYEN SEJOUR EVAUX;;230780512;04;13;1;355;PUB2;1;0;;0;26230763000018;74;23;74S0000001;23076;EVAUX-LES-BAINS;;0;;6;230780512;1;1;;;;OUCHES DE BUDELLE;23110;EVAUX LES BAINS;LES GENETS D'OR;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;230000960;CTRE HOSPITAL MOYEN SEJOUR SOUTERRAINE;;230780520;04;13;1;355;PUB2;1;0;;0;26231760500018;74;23;74S0000001;23176;LA SOUTERRAINE;;;;5;230780520;1;1;12;AV;PASTEUR;;23300;LA SOUTERRAINE;CITE DU PUYCHARRAUD;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;230003576;UNITE D'AUTODIALYSE DE GUERET;;870000700;07;60;3;146;PNL5;6;4;1;0;31273236500126;74;23;74S0000001;23096;GUERET;;0;;6;870000700;1;1;;CHE;DES AMOUREUX;;23000;GUERET;;0;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;230004657;SITE CROIX BLANCHE;;230780058;04;13;1;355;PUB2;1;0;;0;26230080900080;74;23;74S0000001;23231;SAINT-PIERRE-DE-FURSAC;;1;;6;230780058;1;1;3;;COTE RIBIERE;;23200;Moutier -Rozeille;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;
ID;2013;230780082;CENTRE MEDICAL SAINTE FEYRE;ALFRED LEUNE;750005068;09;47;3;129;PNL4;6;1;1;0;44192191300188;74;23;74S0000001;23193;SAINTE-FEYRE;;0;;6;;2;1;4;;LES BAINS;;23000;SAINTE-FEYRE;MGEN;;;;;;;;;;;;;;;;;;441921913;44192191300188;;;0;0;;;;;;;;;
ID;2013;230780157;CLINIQUE DE LA MARCHE GUERET;;230000861;09;73;2;365;PLU4;0;4;5;0;99565009000013;74;23;74S0000001;23096;GUERET;;0;;6;;2;1;57;AV;DU BERRY;BP 09;23011;GUERET CEDEX;;1;498807619;VITALIA develpoppement MCO;;;;;;;;;;;;;;;995650090;;;;0;0;;;;;;;;;
ID;2013;230780181;CLINIQUE  CHATELGUYON  VIERSAT;S. A. S.;230000879;15;75;2;161;PLU7;0;4;5;0;39281626000013;74;23;74S0000001;23261;VIERSAT;;0;;6;;1;1;22;R;CHATELGUYON;;23170;VIERSAT;;0;;;;;;;;;;;;;;;;;392816260;;;;0;0;;;;;;;;;
ID;2013;230780199;ASSOCIATION CLINIQUE DE LA CROIX BLANCHE;;230000887;09;60;3;128;PNL4;6;1;1;0;39222554600010;74;23;74S0000001;23140;MOUTIER-ROZEILLE;;0;;6;;2;1;3;COTE;RIBIERE;;23200;MOUTIER ROZEILLE;;0;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;230782617;CRRF ANDRE LALANDE;;750000218;09;63;3;109;PNL10;6;1;1;0;43997564000285;74;23;74S0000001;23143;NOTH;;0;;6;;1;1;;DOM;DE LA FOT;;23300;NOTH;;0;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;240000091;C.H DE LANMARY;;240000034;04;11;1;355;PUB2;1;0;;0;26240592100012;72;24;72S0000001;24011;ANTONNE-ET-TRIGONANT;;0;;7;240000034;1;1;;;;Lieu-dit Lanmary;24420;ANTONNE ET TRIGONANT;;;;;;;;;;;;;;;;;;;;26240592100012;;;0;0;;;;;;;;;
ID;2013;240000174;CENTRE HOSPITALIER DE BELVES;;240000042;04;13;1;106;PUB2;1;0;;0;26240562400012;72;24;72S0000001;24035;BELVES;;0;;7;240000042;1;1;;PL;MAURICE BIRABEN;;24170;BELVES;;;;;;;;;;;;;;;;;;;262405624;26240562400012;;;;0;;;;;;;;;
ID;2013;240000190;POLYCLINIQUE FRANCHEVILLE;;240000596;09;73;2;365;PLU4;0;4;5;0;33156513500034;72;24;72S0000001;24322;PERIGUEUX;;;;6;;2;1;34;BD;DE VESONE;BP 4063;24004;PERIGUEUX CEDEX;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;240000208;CLINIQUE PASTEUR;;240000612;09;73;2;365;PLU4;0;4;5;0;33031985600028;72;24;72S0000001;24037;BERGERAC;;0;;6;;2;2;54;R;DU PROFESSEUR POZZI;;24100;BERGERAC;;0;;;240009787;scm de centre de radiologie et d'échographie;640797544;gie lithotritie diffusion france;240003418;gie irm;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;240000216;CLINIQUE DU PARC;;240000620;09;73;2;128;PLU4;0;4;5;0;31069064900010;72;24;72S0000001;24322;PERIGUEUX;;0;;6;;2;1;26;R;PAUL- LOUIS COURIER;TRELISSAC;24009;PERIGUEUX CEDEX;;0;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;
ID;2013;240000273;Clinique Pierre de Brantôme;;750043994;09;75;2;109;PLU10;0;4;5;0;30116075000412;72;24;72S0000001;24064;BRANTOME;;0;;6;;1;2;;;LES BALANS;;24310;BRANTOME;LES BALANS;1;;;;;;;;;;;;;;;;;;30116075000412;;;;0;;;;;;;;;
ID;2013;240000307;CENTRE MEDICAL CHATEAU DE BASSY;;330056540;09;40;3;109;PNL10;6;1;4;0;42349433500080;72;24;72S0000001;24462;SAINT-MEDARD-DE-MUSSIDAN;;0;;7;;1;1;1;R;DU BOSQUET;BP 85;24400;ST MEDARD DE MUSSIDAN;BP.85;0;;;;;;;;;;;;;;;;;423494335;;;;;0;;;;;;;;;
ID;2013;240000372;C.H DE BERGERAC;;240000059;04;13;1;355;PUB2;1;0;;0;26240563200015;72;24;72S0000001;24037;BERGERAC;;0;;7;240000059;1;1;9;AV;ALBERT CALMETTE;BP 820;24108;BERGERAC CEDEX;;;;;;;;;;;;;;;;;;;;26240563200015;;;0;0;;;;;;;;;
ID;2013;240000414;CENTRE HOSPITALIER DE DOMME;;240000067;04;13;1;106;PUB2;1;0;;0;26240570700015;72;24;72S0000001;24152;DOMME;;0;;7;240000067;1;1;3;R;DE L'HOPITAL;;24250;DOMME;;;;;;;;;;;;;;;;;;;262405707;;;;;0;;;;;;;;;
